2008,1,3,THC,buy,100
2008,1,10,THC,sell,100
2008,2,6,LSI,buy,100
2008,2,13,LSI,sell,100
2008,2,11,ETFC,buy,100
2008,2,19,ETFC,sell,100
2008,2,19,LSI,buy,100
2008,2,26,LSI,sell,100
2008,2,20,ETFC,buy,100
2008,2,27,ETFC,sell,100
2008,2,28,THC,buy,100
2008,3,6,THC,sell,100
2008,3,6,THC,buy,100
2008,3,13,THC,sell,100
2008,3,7,LSI,buy,100
2008,3,14,LSI,sell,100
2008,3,14,LSI,buy,100
2008,3,24,LSI,sell,100
2008,3,17,THC,buy,100
2008,3,25,THC,sell,100
2008,3,19,LSI,buy,100
2008,3,27,LSI,sell,100
2008,3,27,LSI,buy,100
2008,4,3,LSI,sell,100
2008,4,17,LSI,buy,100
2008,4,24,LSI,sell,100
2008,4,21,LSI,buy,100
2008,4,28,LSI,sell,100
2008,6,19,MSI,buy,100
2008,6,26,MSI,sell,100
2008,6,27,F,buy,100
2008,7,7,F,sell,100
2008,7,10,AMD,buy,100
2008,7,17,AMD,sell,100
2008,7,14,HBAN,buy,100
2008,7,21,HBAN,sell,100
2008,7,18,AMD,buy,100
2008,7,25,AMD,sell,100
2008,7,24,MU,buy,100
2008,7,31,MU,sell,100
2008,7,28,F,buy,100
2008,8,4,F,sell,100
2008,7,30,F,buy,100
2008,8,6,F,sell,100
2008,8,6,F,buy,100
2008,8,13,F,sell,100
2008,8,13,F,buy,100
2008,8,20,F,sell,100
2008,8,18,F,buy,100
2008,8,25,F,sell,100
2008,8,19,MU,buy,100
2008,8,26,MU,sell,100
2008,9,10,MSI,buy,100
2008,9,17,MSI,sell,100
2008,9,15,AIG,buy,100
2008,9,22,AIG,sell,100
2008,9,15,MU,buy,100
2008,9,22,MU,sell,100
2008,9,17,AMD,buy,100
2008,9,24,AMD,sell,100
2008,9,17,F,buy,100
2008,9,24,F,sell,100
2008,9,22,AMD,buy,100
2008,9,29,AMD,sell,100
2008,9,22,F,buy,100
2008,9,29,F,sell,100
2008,9,24,AIG,buy,100
2008,10,1,AIG,sell,100
2008,9,25,F,buy,100
2008,10,2,F,sell,100
2008,9,29,AMD,buy,100
2008,10,6,AMD,sell,100
2008,10,1,AMD,buy,100
2008,10,8,AMD,sell,100
2008,10,1,F,buy,100
2008,10,8,F,sell,100
2008,10,6,LSI,buy,100
2008,10,13,LSI,sell,100
2008,10,6,THC,buy,100
2008,10,13,THC,sell,100
2008,10,7,S,buy,100
2008,10,14,S,sell,100
2008,10,8,GNW,buy,100
2008,10,15,GNW,sell,100
2008,10,9,XL,buy,100
2008,10,16,XL,sell,100
2008,10,17,IPG,buy,100
2008,10,24,IPG,sell,100
2008,10,21,IPG,buy,100
2008,10,28,IPG,sell,100
2008,10,22,GNW,buy,100
2008,10,29,GNW,sell,100
2008,10,23,CBG,buy,100
2008,10,30,CBG,sell,100
2008,10,23,TER,buy,100
2008,10,30,TER,sell,100
2008,10,24,AN,buy,100
2008,10,31,AN,sell,100
2008,10,27,DHI,buy,100
2008,11,3,DHI,sell,100
2008,10,27,GNW,buy,100
2008,11,3,GNW,sell,100
2008,10,29,GNW,buy,100
2008,11,5,GNW,sell,100
2008,10,29,IPG,buy,100
2008,11,5,IPG,sell,100
2008,10,29,TER,buy,100
2008,11,5,TER,sell,100
2008,11,6,GNW,buy,100
2008,11,13,GNW,sell,100
2008,11,6,IPG,buy,100
2008,11,13,IPG,sell,100
2008,11,6,JDSU,buy,100
2008,11,13,JDSU,sell,100
2008,11,10,TER,buy,100
2008,11,17,TER,sell,100
2008,11,11,CBG,buy,100
2008,11,18,CBG,sell,100
2008,11,12,STX,buy,100
2008,11,19,STX,sell,100
2008,11,12,TSN,buy,100
2008,11,19,TSN,sell,100
2008,11,14,CBG,buy,100
2008,11,21,CBG,sell,100
2008,11,14,STX,buy,100
2008,11,21,STX,sell,100
2008,11,14,TSN,buy,100
2008,11,21,TSN,sell,100
2008,11,19,DHI,buy,100
2008,11,26,DHI,sell,100
2008,11,19,GT,buy,100
2008,11,26,GT,sell,100
2008,11,19,LEN,buy,100
2008,11,26,LEN,sell,100
2008,11,19,WYN,buy,100
2008,11,26,WYN,sell,100
2008,11,20,C,buy,100
2008,11,28,C,sell,100
2008,11,20,CBS,buy,100
2008,11,28,CBS,sell,100
2008,11,20,TSN,buy,100
2008,11,28,TSN,sell,100
2008,11,20,XL,buy,100
2008,11,28,XL,sell,100
2008,11,21,HIG,buy,100
2008,12,1,HIG,sell,100
2008,11,25,CBG,buy,100
2008,12,3,CBG,sell,100
2008,11,28,CBG,buy,100
2008,12,5,CBG,sell,100
2008,12,1,XL,buy,100
2008,12,8,XL,sell,100
2008,12,10,XL,buy,100
2008,12,17,XL,sell,100
2008,12,11,STX,buy,100
2008,12,18,STX,sell,100
2008,12,15,STX,buy,100
2008,12,22,STX,sell,100
2009,1,7,CBG,buy,100
2009,1,14,CBG,sell,100
2009,1,7,JDSU,buy,100
2009,1,14,JDSU,sell,100
2009,1,9,CBG,buy,100
2009,1,16,CBG,sell,100
2009,1,12,STX,buy,100
2009,1,20,STX,sell,100
2009,1,14,C,buy,100
2009,1,22,C,sell,100
2009,1,14,HBAN,buy,100
2009,1,22,HBAN,sell,100
2009,1,14,TER,buy,100
2009,1,22,TER,sell,100
2009,1,20,FITB,buy,100
2009,1,27,FITB,sell,100
2009,1,20,RF,buy,100
2009,1,27,RF,sell,100
2009,1,20,TER,buy,100
2009,1,27,TER,sell,100
2009,1,29,TER,buy,100
2009,2,5,TER,sell,100
2009,2,3,GCI,buy,100
2009,2,10,GCI,sell,100
2009,2,4,BAC,buy,100
2009,2,11,BAC,sell,100
2009,2,10,HST,buy,100
2009,2,18,HST,sell,100
2009,2,10,TER,buy,100
2009,2,18,TER,sell,100
2009,2,13,WYN,buy,100
2009,2,23,WYN,sell,100
2009,2,17,BAC,buy,100
2009,2,24,BAC,sell,100
